ds_name,target,metric,value,model
ISTANBUL_STOCK_EXCHANGE,NIKKEI,MAPE,0.9889689112557424,ETS
ISTANBUL_STOCK_EXCHANGE,NIKKEI,SMAPE,1.6450457683338464,ETS
ISTANBUL_STOCK_EXCHANGE,EU,SQL,0.4855618284120518,ETS
ISTANBUL_STOCK_EXCHANGE,EU,WQL,0.847185927776175,ETS
ISTANBUL_STOCK_EXCHANGE,EU,MAE,0.0081582167697371,ETS
ISTANBUL_STOCK_EXCHANGE,EU,MASE,0.591297318483769,ETS
ISTANBUL_STOCK_EXCHANGE,EU,WAPE,1.0389496911905,ETS
ISTANBUL_STOCK_EXCHANGE,EU,MSE,0.0001178091193449,ETS
ISTANBUL_STOCK_EXCHANGE,EU,RMSE,0.0108539909408935,ETS
ISTANBUL_STOCK_EXCHANGE,EU,RMSLE,0.0107679503319204,ETS
ISTANBUL_STOCK_EXCHANGE,EU,RMSSE,0.5979473849757259,ETS
ISTANBUL_STOCK_EXCHANGE,EU,MAPE,1.127739594905372,ETS
ISTANBUL_STOCK_EXCHANGE,EU,SMAPE,1.7838319755406975,ETS
ISTANBUL_STOCK_EXCHANGE,FTSE,SQL,0.6097127847077173,Chronos[tiny]
ISTANBUL_STOCK_EXCHANGE,FTSE,WQL,1.024157015277702,Chronos[tiny]
ISTANBUL_STOCK_EXCHANGE,FTSE,MAE,0.0085271045489909,Chronos[tiny]
ISTANBUL_STOCK_EXCHANGE,FTSE,MASE,0.645113427490315,Chronos[tiny]
ISTANBUL_STOCK_EXCHANGE,FTSE,WAPE,1.086785099399702,Chronos[tiny]
ISTANBUL_STOCK_EXCHANGE,FTSE,MSE,0.000119999922125,Chronos[tiny]
ISTANBUL_STOCK_EXCHANGE,FTSE,RMSE,0.010954447595615,Chronos[tiny]
ISTANBUL_STOCK_EXCHANGE,FTSE,RMSLE,0.0109279091982331,Chronos[tiny]
ISTANBUL_STOCK_EXCHANGE,FTSE,RMSSE,0.6510979149207098,Chronos[tiny]
ISTANBUL_STOCK_EXCHANGE,FTSE,MAPE,1.6907830168881222,Chronos[tiny]
ISTANBUL_STOCK_EXCHANGE,FTSE,SMAPE,1.7955906886536337,Chronos[tiny]
Ozone_Level_Detection,WSR0,SQL,0.5560746174385719,Chronos[bolt_small]
Ozone_Level_Detection,WSR0,WQL,0.4459284497198463,Chronos[bolt_small]
Ozone_Level_Detection,WSR0,MAE,0.9243712030924284,Chronos[bolt_small]
Ozone_Level_Detection,WSR0,MASE,0.7269687310709179,Chronos[bolt_small]
Ozone_Level_Detection,WSR0,WAPE,0.5825924308667522,Chronos[bolt_small]
Ozone_Level_Detection,WSR0,MSE,1.473872118106363,Chronos[bolt_small]
Ozone_Level_Detection,WSR0,RMSE,1.2140313497213997,Chronos[bolt_small]
Ozone_Level_Detection,WSR0,RMSLE,0.4443957645689023,Chronos[bolt_small]
Ozone_Level_Detection,WSR0,RMSSE,0.7320904744433826,Chronos[bolt_small]
Ozone_Level_Detection,WSR0,MAPE,1.42392614562387,Chronos[bolt_small]
Ozone_Level_Detection,WSR0,SMAPE,0.6455533957431162,Chronos[bolt_small]
Ozone_Level_Detection,WSR1,SQL,0.5484245806016332,Chronos[bolt_small]
Ozone_Level_Detection,WSR1,WQL,0.4541386459214891,Chronos[bolt_small]
Ozone_Level_Detection,WSR1,MAE,0.9109935922521,Chronos[bolt_small]
Ozone_Level_Detection,WSR1,MASE,0.7215946832221961,Chronos[bolt_small]
Ozone_Level_Detection,WSR1,WAPE,0.5970981982467419,Chronos[bolt_small]
Ozone_Level_Detection,WSR1,MSE,1.4293646707455618,Chronos[bolt_small]
Ozone_Level_Detection,WSR1,RMSE,1.195560400291663,Chronos[bolt_small]
Ozone_Level_Detection,WSR1,RMSLE,0.4407972885577381,Chronos[bolt_small]
Ozone_Level_Detection,WSR1,RMSSE,0.7225552964464983,Chronos[bolt_small]
Ozone_Level_Detection,WSR1,MAPE,1.3249597670718083,Chronos[bolt_small]
Ozone_Level_Detection,WSR1,SMAPE,0.6605530787606616,Chronos[bolt_small]
Ozone_Level_Detection,WSR2,SQL,0.5405398679708834,Chronos[bolt_small]
Ozone_Level_Detection,WSR2,WQL,0.4396432200493864,Chronos[bolt_small]
Ozone_Level_Detection,WSR2,MAE,0.8676175715816156,Chronos[bolt_small]
Ozone_Level_Detection,WSR2,MASE,0.7083044690579503,Chronos[bolt_small]
Ozone_Level_Detection,WSR2,WAPE,0.5756949516943546,Chronos[bolt_small]
